text,true,finbert_pred,vader_pred,finbert_positive,finbert_negative,finbert_neutral
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative,negative,positive,0.006037233397364616,0.9713740944862366,0.022588739171624184
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative,negative,negative,0.008592572063207626,0.9736344814300537,0.017772890627384186
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,negative,negative,negative,0.009463408961892128,0.9721020460128784,0.018434487283229828
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,negative,neutral,0.012955841608345509,0.8754130601882935,0.1116311177611351
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative,negative,positive,0.0204619150608778,0.9515084624290466,0.02802954986691475
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,negative,neutral,0.008498777635395527,0.9764857292175293,0.015015492215752602
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative,negative,neutral,0.011753315106034279,0.9682819247245789,0.019964730367064476
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,positive,positive,0.9315211772918701,0.02342674694955349,0.04505216330289841
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,positive,positive,0.8792998194694519,0.009792966768145561,0.11090723425149918
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,positive,positive,0.8901512026786804,0.008054655976593494,0.10179412364959717
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",positive,positive,positive,0.8885053992271423,0.007229527458548546,0.1042650043964386
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",positive,positive,positive,0.9547244310379028,0.016394734382629395,0.028880801051855087
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,positive,positive,0.957239031791687,0.014943628571927547,0.02781732752919197
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive,positive,positive,0.9392371773719788,0.022640293464064598,0.03812257945537567
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,positive,positive,0.7999128699302673,0.006319610867649317,0.1937675029039383
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",positive,positive,positive,0.94162917137146,0.012852010317146778,0.04551874101161957
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",positive,positive,positive,0.8210018873214722,0.00842725858092308,0.17057089507579803
The main strength of the cooperation project lies in merging the know-how of two large companies .,positive,positive,positive,0.4965559244155884,0.007537711411714554,0.49590641260147095
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,positive,positive,0.9571593999862671,0.02167968451976776,0.021160989999771118
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive,positive,positive,0.9445310831069946,0.01463509164750576,0.040833793580532074
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",positive,positive,positive,0.9418059587478638,0.01027504913508892,0.04791903868317604
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive,positive,positive,0.8646625280380249,0.007968234829604626,0.1273692548274994
"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",neutral,neutral,positive,0.16605865955352783,0.011722099035978317,0.8222192525863647
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",neutral,neutral,neutral,0.30680954456329346,0.008711066097021103,0.6844793558120728
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,neutral,neutral,neutral,0.10955996811389923,0.012675187550485134,0.8777648210525513
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,neutral,neutral,positive,0.23708471655845642,0.007656962610781193,0.755258321762085
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",neutral,neutral,positive,0.14727143943309784,0.008214328438043594,0.8445142507553101
The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,neutral,negative,positive,0.010974363423883915,0.9420366883277893,0.046988971531391144
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",positive,positive,positive,0.9540295004844666,0.019867807626724243,0.026102706789970398
"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",positive,positive,negative,0.82198566198349,0.16195355355739594,0.016060786321759224
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive,positive,positive,0.9575167298316956,0.02339649386703968,0.019086699932813644
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",positive,positive,positive,0.9051793217658997,0.01109086349606514,0.0837298259139061
The company said it estimates to make a slight profit thanks to cost-cutting measures .,positive,positive,positive,0.9522435665130615,0.021304653957486153,0.026451803743839264
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive,positive,negative,0.876873254776001,0.011803659610450268,0.11132309585809708
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",positive,positive,negative,0.9027217030525208,0.009293168783187866,0.08798521757125854
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",positive,positive,positive,0.8376993536949158,0.009533223696053028,0.15276750922203064
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",neutral,neutral,negative,0.0356670506298542,0.028464416041970253,0.9358685612678528
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",neutral,neutral,positive,0.043172914534807205,0.014857733622193336,0.9419693350791931
The court found TelecomInvest 's arguments convincing .,positive,positive,neutral,0.9009432792663574,0.028583204373717308,0.07047350704669952
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral,negative,positive,0.027501467615365982,0.762412428855896,0.21008609235286713
"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",neutral,negative,positive,0.022600209340453148,0.8496603965759277,0.12773935496807098
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",negative,negative,neutral,0.008064807392656803,0.9580196738243103,0.03391556814312935
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",neutral,neutral,negative,0.024373015388846397,0.21189790964126587,0.7637290954589844
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,neutral,neutral,neutral,0.029918247833848,0.07475113868713379,0.8953306674957275
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral,neutral,negative,0.02520039491355419,0.024832505732774734,0.9499670267105103
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral,neutral,positive,0.3233167231082916,0.006790691055357456,0.6698926091194153
"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",neutral,positive,positive,0.8864719867706299,0.05665429309010506,0.05687372758984566
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",neutral,positive,neutral,0.536788284778595,0.393708735704422,0.06950294971466064
M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral,neutral,negative,0.0199875570833683,0.11029008775949478,0.8697223663330078
"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",neutral,neutral,positive,0.3877929449081421,0.007543331943452358,0.6046636700630188
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative,negative,positive,0.013960253447294235,0.9744201898574829,0.01161954551935196
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,negative,negative,negative,0.011891326867043972,0.9690293669700623,0.019079256802797318
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,negative,positive,0.02317589893937111,0.9415246248245239,0.0352993980050087
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative,negative,negative,0.008242378942668438,0.9691660404205322,0.022591574117541313
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative,negative,positive,0.0275026336312294,0.9620761871337891,0.010421221144497395
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",positive,positive,negative,0.7859943509101868,0.17399033904075623,0.04001530259847641
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral,neutral,negative,0.02619120292365551,0.06943990290164948,0.9043689370155334
Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,neutral,neutral,negative,0.07406884431838989,0.01052132062613964,0.9154098629951477
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral,neutral,positive,0.15109175443649292,0.007913466542959213,0.8409947156906128
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,neutral,neutral,negative,0.48386111855506897,0.009893403388559818,0.506245493888855
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,neutral,neutral,0.020841043442487717,0.030429698526859283,0.9487292170524597
He wore a black beanie-type cap and a black jacket .,neutral,neutral,neutral,0.032673515379428864,0.12847022712230682,0.8388562798500061
The products have a low salt and fat content .,neutral,neutral,negative,0.039223846048116684,0.0510869063436985,0.90968918800354
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",negative,negative,negative,0.01454797014594078,0.9611817598342896,0.024270284920930862
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative,negative,negative,0.010120222344994545,0.9735915660858154,0.01628826931118965
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative,negative,negative,0.009222623892128468,0.9743913412094116,0.01638602837920189
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,negative,negative,0.010908780619502068,0.9712488055229187,0.017842434346675873
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,negative,negative,0.008873836137354374,0.9566845297813416,0.03444173187017441
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,negative,negative,0.018170470371842384,0.9644400477409363,0.017389429733157158
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,negative,neutral,0.006679606158286333,0.975635290145874,0.017685016617178917
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,negative,negative,0.014302873983979225,0.8919137120246887,0.09378339350223541
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative,negative,negative,0.008665313944220543,0.9632348418235779,0.028099948540329933
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,negative,negative,0.014091257005929947,0.9630458354949951,0.022862860932946205
Altogether Finnair has canceled over 500 flights because of the strike .,negative,negative,negative,0.00810963287949562,0.9646592140197754,0.027231119573116302
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative,negative,neutral,0.3053470253944397,0.6780392527580261,0.016613751649856567
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,negative,negative,0.010228010825812817,0.9760549068450928,0.013717055320739746
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative,negative,negative,0.04424833133816719,0.9148704409599304,0.040881186723709106
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,neutral,positive,0.23650091886520386,0.007450092118233442,0.7560489177703857
"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",neutral,neutral,positive,0.2531442642211914,0.007388054393231869,0.7394676804542542
Small investors have voiced fears that the shares will end up with risk investors .,negative,negative,negative,0.012101023457944393,0.9490389227867126,0.03885998576879501
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,negative,negative,0.011358656920492649,0.9669837355613708,0.0216575525701046
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",positive,positive,positive,0.9232187867164612,0.011576793156564236,0.06520435214042664
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral,negative,neutral,0.01231291238218546,0.9492666721343994,0.03842039406299591
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,negative,positive,0.00900098867714405,0.9747535586357117,0.01624547317624092
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,negative,positive,0.008060014806687832,0.9746208190917969,0.01731914095580578
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",negative,negative,positive,0.008096080273389816,0.9746938347816467,0.017210111021995544
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative,negative,positive,0.009255004115402699,0.9747691750526428,0.01597587764263153
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative,negative,negative,0.008984331041574478,0.9734609723091125,0.01755462773144245
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,negative,positive,0.00847836397588253,0.9767550826072693,0.01476663164794445
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,negative,positive,0.008289026096463203,0.976601243019104,0.015109797939658165
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,negative,positive,0.008399012498557568,0.9766814112663269,0.014919592998921871
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative,negative,positive,0.008233117870986462,0.9768133163452148,0.014953503385186195
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,negative,positive,0.007380064111202955,0.9766526222229004,0.015967410057783127
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,negative,positive,0.007964473217725754,0.9764291048049927,0.015606418251991272
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,negative,negative,0.01000082679092884,0.9732334017753601,0.016765786334872246
"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",positive,positive,negative,0.8655512928962708,0.007458686362951994,0.12698997557163239
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",neutral,neutral,neutral,0.017372380942106247,0.05792839452624321,0.9246992468833923
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,neutral,neutral,neutral,0.019017236307263374,0.040568068623542786,0.9404146671295166
Sales fell abroad but increased in Finland .,neutral,negative,positive,0.03795045614242554,0.946323812007904,0.01572573557496071
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",negative,negative,positive,0.01416772697120905,0.8851782083511353,0.10065405815839767
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,negative,negative,0.0074540721252560616,0.9686756134033203,0.023870358243584633
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",negative,negative,negative,0.006789762061089277,0.9707769751548767,0.02243327535688877
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,neutral,neutral,0.24668589234352112,0.00757937878370285,0.745734691619873
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,negative,negative,0.0071298470720648766,0.9715253114700317,0.02134491130709648
"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",neutral,neutral,neutral,0.04987270012497902,0.01728668063879013,0.9328405857086182
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,negative,positive,0.00741201126947999,0.9755377173423767,0.01705019921064377
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative,negative,positive,0.008486386388540268,0.966786801815033,0.02472681924700737
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative,negative,negative,0.02942046895623207,0.9391809105873108,0.03139854222536087
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,negative,negative,0.008215728215873241,0.9663863182067871,0.025397976860404015
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",negative,negative,negative,0.00753611046820879,0.970618486404419,0.021845456212759018
"Body The credit falls due February 24 , 2014 .",neutral,neutral,positive,0.016877291724085808,0.21290253102779388,0.770220160484314
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral,neutral,neutral,0.1916879266500473,0.00972773227840662,0.7985843420028687
"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",neutral,negative,positive,0.013574267737567425,0.9634754657745361,0.022950217127799988
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,negative,negative,negative,0.0073570203967392445,0.972156822681427,0.02048608474433422
The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative,negative,neutral,0.009086629375815392,0.9701291918754578,0.020784204825758934
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,negative,neutral,0.006488541606813669,0.9736610651016235,0.019850417971611023
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,negative,positive,0.010415744967758656,0.9731020927429199,0.016482120379805565
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,negative,positive,0.007616505492478609,0.9767176508903503,0.01566576212644577
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,negative,negative,0.006722587626427412,0.9711790680885315,0.022098302841186523
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,negative,positive,0.0068540326319634914,0.9752654433250427,0.01788054220378399
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,negative,neutral,0.014829058200120926,0.9712945818901062,0.013876354321837425
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,negative,positive,0.009057397022843361,0.97417813539505,0.01676449179649353
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,negative,positive,0.006234609987586737,0.9748712182044983,0.01889408566057682
Operating profit for 2009 lower than outlook published earlier .,negative,negative,positive,0.007523688953369856,0.9726669788360596,0.019809279590845108
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,negative,negative,positive,0.00804903544485569,0.9766149520874023,0.015335997566580772
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,negative,neutral,0.007270568981766701,0.9769784808158875,0.01575089804828167
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,negative,positive,0.006760943681001663,0.9742864370346069,0.018952591344714165
Sanoma News ' advertising sales decreased by 22 % during the year .,negative,negative,neutral,0.006723442114889622,0.9743121266365051,0.01896449364721775
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative,negative,positive,0.00823168084025383,0.9759973883628845,0.015770791098475456
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,negative,positive,0.007479189895093441,0.976409912109375,0.01611093059182167
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",negative,negative,positive,0.010255252942442894,0.9762188792228699,0.013525829650461674
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,negative,neutral,0.009349986910820007,0.9760235548019409,0.01462648157030344
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,negative,neutral,0.01037017721682787,0.9758138060569763,0.013816100545227528
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,negative,neutral,0.008148175664246082,0.9756988286972046,0.016152963042259216
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,negative,neutral,0.00649969233199954,0.9714016318321228,0.02209865301847458
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,negative,neutral,0.011611119844019413,0.9740028381347656,0.01438605785369873
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative,negative,neutral,0.00806689728051424,0.9755344390869141,0.01639869064092636
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative,negative,neutral,0.0074910968542099,0.9759048819541931,0.016604088246822357
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,negative,neutral,0.009869085624814034,0.9757829308509827,0.014347882941365242
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,negative,neutral,0.010045143775641918,0.9756126999855042,0.014342102222144604
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative,negative,neutral,0.0718131959438324,0.8924316763877869,0.035755135118961334
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",negative,negative,neutral,0.008774283342063427,0.9759185910224915,0.015307105146348476
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative,negative,neutral,0.007262776605784893,0.976452648639679,0.016284603625535965
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,negative,neutral,0.00874763261526823,0.9758937358856201,0.015358585864305496
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",negative,negative,positive,0.010466858744621277,0.9744190573692322,0.015114176087081432
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,negative,positive,0.00907035544514656,0.9758682250976562,0.015061409212648869
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,negative,positive,0.008022080175578594,0.9762880802154541,0.015689801424741745
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,negative,positive,0.009065293706953526,0.9760973453521729,0.014837384223937988
Device volume in the area decreased by 21 % to 2.7 mn units .,negative,negative,neutral,0.009338196367025375,0.9748527407646179,0.0158090777695179
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,negative,positive,0.010599186643958092,0.9705179929733276,0.01888284459710121
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative,negative,positive,0.008645063266158104,0.9750089049339294,0.016346024349331856
